ensembl_id,chrom,window_start,window_end,window_len,biotype,in_gtf,n_neighbor_genes,target_cds,target_utr,target_exon_noncoding,target_intron,neighbor_exon,neighbor_intron,intergenic,raw_target_cds,raw_target_utr,raw_target_exon,raw_target_intron,raw_neighbor_exon,raw_intergenic,symbol,family
ENSG00000106992,9,127780254,127976861,196608,protein_coding,True,16,0.003692626953125,0.009480794270833334,1.52587890625e-05,0.043726603190104164,0.17772928873697916,0.6068674723307291,0.15848795572916666,0.003692626953125,0.012395222981770834,0.013188680013020834,0.043726603190104164,0.18268839518229166,0.15848795572916666,AK1,kinase
ENSG00000004455,1,32982692,33179299,196608,protein_coding,True,7,0.004638671875,0.0669708251953125,0.019775390625,0.27996826171875,0.09178670247395833,0.4101460774739583,0.12671407063802084,0.004638671875,0.070953369140625,0.0913848876953125,0.27996826171875,0.10084025065104167,0.12671407063802084,AK2,kinase
ENSG00000147853,9,4643739,4840346,196608,protein_coding,True,9,0.0034637451171875,0.0188751220703125,1.52587890625e-05,0.14288838704427084,0.07336934407552083,0.54510498046875,0.21628316243489584,0.0034637451171875,0.019175211588541668,0.0223541259765625,0.14288838704427084,0.07491048177083333,0.21628316243489584,AK3,kinase
ENSG00000162433,1,65048598,65245205,196608,protein_coding,True,7,0.0034027099609375,0.03363037109375,0.0015106201171875,0.3917388916015625,0.0144500732421875,0.09615071614583333,0.4591166178385417,0.0034027099609375,0.033686319986979164,0.038543701171875,0.3917388916015625,0.01531982421875,0.4591166178385417,AK4,kinase
ENSG00000154027,1,77183715,77380322,196608,protein_coding,True,5,0.0045318603515625,0.0066375732421875,0.010223388671875,0.478607177734375,0.015045166015625,0.18861897786458334,0.2963358561197917,0.0045318603515625,0.0067291259765625,0.021392822265625,0.478607177734375,0.016962687174479168,0.2963358561197917,AK5,kinase
ENSG00000085231,5,69271709,69468316,196608,protein_coding,True,8,0.0027262369791666665,0.008143107096354166,1.52587890625e-05,0.085906982421875,0.09585062662760417,0.5818532307942709,0.22550455729166666,0.0027262369791666665,0.008992513020833334,0.010884602864583334,0.085906982421875,0.13433329264322916,0.22550455729166666,AK6,kinase
ENSG00000140057,14,96293824,96490431,196608,protein_coding,True,5,0.011545817057291666,0.012044270833333334,0.0017598470052083333,0.46954345703125,0.055323282877604164,0.4195048014322917,0.030278523763020832,0.011545817057291666,0.012044270833333334,0.025349934895833332,0.46954345703125,0.0602874755859375,0.030278523763020832,AK7,kinase
ENSG00000165695,9,132780473,132977080,196608,protein_coding,True,6,0.005701700846354167,0.00014750162760416666,0.005533854166666667,0.4886220296223958,0.12192281087239583,0.3722432454427083,0.005828857421875,0.005701700846354167,0.00014750162760416666,0.011383056640625,0.4886220296223958,0.1240081787109375,0.005828857421875,AK8,kinase
ENSG00000155085,6,109592913,109789520,196608,protein_coding,True,1,0.009969075520833334,0.007624308268229167,1.52587890625e-05,0.4823964436848958,0.10042317708333333,0.3995717366536458,0.0,0.009969075520833334,0.008204142252604166,0.017608642578125,0.4823964436848958,0.10198974609375,0.0,AK9,kinase
ENSG00000121057,17,56986788,57183395,196608,protein_coding,True,4,0.0142974853515625,0.012847900390625,1.52587890625e-05,0.1572418212890625,0.034642537434895836,0.14098103841145834,0.6399739583333334,0.0142974853515625,0.018096923828125,0.02716064453125,0.1572418212890625,0.056416829427083336,0.6399739583333334,AKAP1,kinase
ENSG00000111254,12,4550768,4747375,196608,protein_coding,True,10,0.0130157470703125,0.0041656494140625,0.001495361328125,0.15193684895833334,0.11838785807291667,0.70001220703125,0.010986328125,0.0130157470703125,0.0041656494140625,0.0186767578125,0.15193684895833334,0.12481689453125,0.010986328125,AKAP3,kinase
ENSG00000147081,X,50102703,50299310,196608,protein_coding,True,4,0.013031005859375,0.00225830078125,0.0001068115234375,0.036641438802083336,0.0089569091796875,0.4869842529296875,0.4520212809244792,0.013031005859375,0.00225830078125,0.0153961181640625,0.036641438802083336,0.0089569091796875,0.4520212809244792,AKAP4,kinase
ENSG00000179841,14,64367195,64563802,196608,protein_coding,True,11,0.0065155029296875,0.03167724609375,1.52587890625e-05,0.007593790690104167,0.23314412434895834,0.7017771402994791,0.019276936848958332,0.0065155029296875,0.03167724609375,0.0382080078125,0.007593790690104167,0.23314412434895834,0.019276936848958332,AKAP5,kinase
ENSG00000151320,14,32230994,32427601,196608,protein_coding,True,3,0.0,0.0012969970703125,0.0,0.4987030029296875,0.010248819986979166,0.0,0.4897511800130208,0.0,0.0012969970703125,0.0012969970703125,0.4987030029296875,0.0149688720703125,0.4897511800130208,AKAP6,kinase
ENSG00000118507,6,131037163,131233770,196608,protein_coding,True,4,0.004323323567708333,0.0023040771484375,0.0038503011067708335,0.4895222981770833,0.0034383138020833335,0.131134033203125,0.3654276529947917,0.004323323567708333,0.0027618408203125,0.010477701822916666,0.4895222981770833,0.010289510091145834,0.3654276529947917,AKAP7,kinase
ENSG00000105127,19,15281525,15478132,196608,protein_coding,True,12,0.010747273763020834,0.011088053385416666,0.010203043619791666,0.10239664713541667,0.15045166015625,0.6093953450520834,0.10571797688802083,0.010747273763020834,0.018178304036458332,0.032038370768229164,0.10239664713541667,0.15421549479166666,0.10571797688802083,AKAP8,kinase
ENSG00000127914,7,91842536,92039143,196608,protein_coding,True,2,0.02410888671875,0.0021921793619791665,0.001495361328125,0.4722035725911458,0.028147379557291668,0.19497172037760416,0.2768809000651042,0.02410888671875,0.024500528971354168,0.027796427408854168,0.4722035725911458,0.028147379557291668,0.2768809000651042,AKAP9,kinase
ENSG00000108599,17,19880039,20076646,196608,protein_coding,True,5,0.010370890299479166,0.0123138427734375,0.0019276936848958333,0.3519846598307292,0.021138509114583332,0.3313090006510417,0.2709554036458333,0.010370890299479166,0.0205230712890625,0.0246124267578125,0.3519846598307292,0.023000081380208332,0.2709554036458333,AKAP10,kinase
ENSG00000023516,13,42173171,42369778,196608,protein_coding,True,5,0.0290069580078125,0.0214080810546875,1.52587890625e-05,0.20952860514322916,0.09306844075520833,0.4867604573567708,0.16021219889322916,0.0290069580078125,0.0214080810546875,0.0504302978515625,0.20952860514322916,0.09306844075520833,0.16021219889322916,AKAP11,kinase
ENSG00000131016,6,151141632,151338239,196608,protein_coding,True,7,0.0017496744791666667,0.0023142496744791665,0.0,0.4957784016927083,0.008249918619791666,0.433319091796875,0.058588663736979164,0.0017496744791666667,0.0023142496744791665,0.004063924153645833,0.4957784016927083,0.010828653971354166,0.058588663736979164,AKAP12,kinase
ENSG00000170776,15,85282267,85478874,196608,protein_coding,True,4,0.0,0.0010782877604166667,0.0025431315104166665,0.4963785807291667,0.009226481119791666,0.2353515625,0.2554219563802083,0.0,0.0010782877604166667,0.0036214192708333335,0.4963785807291667,0.0119476318359375,0.2554219563802083,AKAP13,kinase
ENSG00000186471,X,119797533,119994140,196608,protein_coding,True,11,0.0030364990234375,0.0022379557291666665,0.0006764729817708334,0.12059529622395833,0.08856709798177083,0.4827931722005208,0.302093505859375,0.0030364990234375,0.0022379557291666665,0.005950927734375,0.12059529622395833,0.08879597981770833,0.302093505859375,AKAP14,kinase
ENSG00000197976,X,1493300,1689907,196608,protein_coding,True,3,0.011566162109375,0.009119669596354166,1.52587890625e-05,0.034825642903645836,0.013824462890625,0.3545277913411458,0.5761210123697916,0.011566162109375,0.013880411783854166,0.020701090494791668,0.034825642903645836,0.013824462890625,0.5761210123697916,AKAP17A,kinase
ENSG00000142208,14,104701630,104898237,196608,protein_coding,True,12,0.007929484049479166,0.017023722330729168,0.030766805013020832,0.07857259114583333,0.20380655924479166,0.3216807047526042,0.3402201334635417,0.007929484049479166,0.018132527669270832,0.055720011393229164,0.07857259114583333,0.20717875162760416,0.3402201334635417,AKT1,kinase
ENSG00000105221,19,40187232,40383839,196608,protein_coding,True,13,0.008997599283854166,0.037322998046875,0.0345611572265625,0.199981689453125,0.15791829427083334,0.3271993001302083,0.23401896158854166,0.008997599283854166,0.044336954752604164,0.08088175455729167,0.199981689453125,0.16585795084635416,0.23401896158854166,AKT2,kinase
ENSG00000117020,1,243752775,243949382,196608,protein_coding,True,2,0.00023396809895833334,0.0030263264973958335,0.0030263264973958335,0.4937184651692708,0.0006357828776041666,0.16202799479166666,0.3373311360677083,0.00023396809895833334,0.0030263264973958335,0.00628662109375,0.4937184651692708,0.003265380859375,0.3373311360677083,AKT3,kinase
ENSG00000171094,2,29823282,30019889,196608,protein_coding,True,3,0.0033925374348958335,0.0047149658203125,0.0,0.4918975830078125,0.0007985432942708334,0.17121378580729166,0.3279825846354167,0.0033925374348958335,0.0047149658203125,0.008107503255208334,0.4918975830078125,0.007624308268229167,0.3279825846354167,ALK,kinase
ENSG00000139163,12,22526771,22723378,196608,protein_coding,True,7,0.008427937825520834,0.033721923828125,0.025502522786458332,0.265960693359375,0.0250701904296875,0.5942586263020834,0.04705810546875,0.008427937825520834,0.038503011067708336,0.06765238444010417,0.265960693359375,0.0250701904296875,0.04705810546875,ETNK1,kinase
ENSG00000143845,1,204053740,204250347,196608,protein_coding,True,9,0.007837931315104166,0.0099945068359375,0.005121866861979167,0.083770751953125,0.09990946451822917,0.674163818359375,0.11920166015625,0.007837931315104166,0.011774698893229166,0.022954305013020832,0.083770751953125,0.10998026529947917,0.11920166015625,ETNK2,kinase
ENSG00000092820,6,158721109,158917716,196608,protein_coding,True,7,0.008941650390625,0.0069122314453125,0.0008595784505208334,0.2560526529947917,0.039281209309895836,0.5604248046875,0.12752787272135416,0.008941650390625,0.0069122314453125,0.016713460286458332,0.2560526529947917,0.039927164713541664,0.12752787272135416,EZR,kinase
ENSG00000108950,17,68503080,68699687,196608,protein_coding,True,5,0.008646647135416666,0.016489664713541668,0.0063018798828125,0.3055521647135417,0.07948811848958333,0.5835215250651041,0.0,0.008646647135416666,0.0226898193359375,0.031438191731770836,0.3055521647135417,0.083648681640625,0.0,FAM20A,kinase
ENSG00000116199,1,178927500,179124107,196608,protein_coding,True,4,0.0062408447265625,0.024495442708333332,1.52587890625e-05,0.227447509765625,0.08642069498697917,0.12595621744791666,0.5294240315755209,0.0062408447265625,0.024495442708333332,0.030751546223958332,0.227447509765625,0.08817036946614583,0.5294240315755209,FAM20B,kinase
ENSG00000177706,7,93730,290337,196608,protein_coding,True,9,0.0089111328125,0.007227579752604167,0.0095672607421875,0.3211873372395833,0.07926432291666667,0.18776957194010416,0.3860727945963542,0.0089111328125,0.007227579752604167,0.025705973307291668,0.3211873372395833,0.09064229329427083,0.3860727945963542,FAM20C,kinase
ENSG00000151422,5,108649537,108846144,196608,protein_coding,True,4,0.0024464925130208335,0.0017344156901041667,0.005910237630208333,0.4899088541666667,0.01611328125,0.0,0.48388671875,0.0024464925130208335,0.0017344156901041667,0.010091145833333334,0.4899088541666667,0.022959391276041668,0.48388671875,FER,kinase
ENSG00000182511,15,90785391,90981998,196608,protein_coding,True,15,0.013676961263020834,0.0048980712890625,0.0027974446614583335,0.040079752604166664,0.2339630126953125,0.4245961507161458,0.2799886067708333,0.013676961263020834,0.011393229166666666,0.021372477213541668,0.040079752604166664,0.2339630126953125,0.2799886067708333,FES,kinase
ENSG00000077782,8,38370530,38567137,196608,protein_coding,True,8,0.016367594401041668,0.027531941731770832,0.043589274088541664,0.2615305582682292,0.06351216634114583,0.3279012044270833,0.2595672607421875,0.016367594401041668,0.041112263997395836,0.08748881022135417,0.2615305582682292,0.08878072102864583,0.2595672607421875,FGFR1,kinase
ENSG00000066468,10,121500154,121696761,196608,protein_coding,True,1,0.009989420572916666,0.023778279622395832,0.029774983723958332,0.43646240234375,0.0015767415364583333,0.0005340576171875,0.4978841145833333,0.009989420572916666,0.028772989908854168,0.06354268391927083,0.43646240234375,0.0015767415364583333,0.4978841145833333,FGFR2,kinase
ENSG00000068078,4,1694982,1891589,196608,protein_coding,True,5,0.013214111328125,0.009470621744791666,0.0019734700520833335,0.054585774739583336,0.108856201171875,0.473785400390625,0.3381144205729167,0.013214111328125,0.017100016276041668,0.024658203125,0.054585774739583336,0.108856201171875,0.3381144205729167,FGFR3,kinase
ENSG00000160867,5,176988152,177184759,196608,protein_coding,True,4,0.013036092122395834,0.006037394205729167,0.005391438802083333,0.032704671223958336,0.054265340169270836,0.6878509521484375,0.200714111328125,0.013036092122395834,0.008412679036458334,0.024464925130208332,0.032704671223958336,0.054265340169270836,0.200714111328125,FGFR4,kinase
ENSG00000000938,1,27537261,27733868,196608,protein_coding,True,10,0.0080718994140625,0.0075531005859375,0.0015767415364583333,0.10040283203125,0.07108052571614583,0.5338897705078125,0.2774251302083333,0.0080718994140625,0.0075531005859375,0.017201741536458332,0.10040283203125,0.07108052571614583,0.2774251302083333,FGR,kinase
ENSG00000179431,11,35520156,35716763,196608,protein_coding,True,4,0.0066680908203125,0.00555419921875,1.52587890625e-05,0.0,0.015324910481770834,0.3644205729166667,0.6080169677734375,0.0066680908203125,0.00555419921875,0.012237548828125,0.0,0.015324910481770834,0.6080169677734375,FJX1,kinase
ENSG00000102755,13,28396841,28593448,196608,protein_coding,True,1,0.008809407552083334,0.0015869140625,1.52587890625e-05,0.489593505859375,0.0091552734375,0.0,0.4908396402994792,0.008809407552083334,0.0021413167317708335,0.010411580403645834,0.489593505859375,0.0091552734375,0.4908396402994792,FLT1,kinase
ENSG00000122025,13,28002288,28198895,196608,protein_coding,True,4,0.015202840169270834,0.004994710286458333,0.0009562174479166666,0.4738362630208333,0.014251708984375,0.3020528157552083,0.1887054443359375,0.015202840169270834,0.008921305338541666,0.021153767903645832,0.4738362630208333,0.018056233723958332,0.1887054443359375,FLT3,kinase
ENSG00000037280,5,180551325,180747932,196608,protein_coding,True,7,0.020929972330729168,0.010487874348958334,0.013605753580729166,0.1997222900390625,0.0627899169921875,0.114898681640625,0.5775655110677084,0.020929972330729168,0.0250396728515625,0.045023600260416664,0.1997222900390625,0.0627899169921875,0.5775655110677084,FLT4,kinase
ENSG00000111816,6,115962789,116159396,196608,protein_coding,True,6,0.004063924153645833,0.0029500325520833335,0.0,0.4919637044270833,0.027369181315104168,0.4729563395182292,0.0006968180338541666,0.004063924153645833,0.0029500325520833335,0.007013956705729167,0.4919637044270833,0.059804280598958336,0.0006968180338541666,FRK,kinase
ENSG00000010810,6,111775171,111971778,196608,protein_coding,True,2,0.0,0.008534749348958334,0.000640869140625,0.4907124837239583,0.013559977213541666,0.0517425537109375,0.4348093668619792,0.0,0.008534749348958334,0.009175618489583334,0.4907124837239583,0.013559977213541666,0.4348093668619792,FYN,kinase
ENSG00000144649,3,42880783,43077390,196608,protein_coding,True,9,0.008992513020833334,0.028864542643229168,0.025243123372395832,0.3886210123697917,0.08021036783854167,0.4197896321614583,0.04827880859375,0.008992513020833334,0.0302581787109375,0.06310017903645833,0.3886210123697917,0.08618672688802083,0.04827880859375,GASK1A,kinase
ENSG00000164125,4,158075945,158272552,196608,protein_coding,True,10,0.0091552734375,0.030893961588541668,3.0517578125e-05,0.2083587646484375,0.10045878092447917,0.4668324788411458,0.18427022298177084,0.0091552734375,0.032521565755208336,0.040079752604166664,0.2083587646484375,0.1068572998046875,0.18427022298177084,GASK1B,kinase
ENSG00000198814,X,30555055,30751662,196608,protein_coding,True,6,0.0099945068359375,0.017181396484375,6.103515625e-05,0.3700205485026042,0.013020833333333334,0.087310791015625,0.502410888671875,0.0099945068359375,0.024393717447916668,0.0272369384765625,0.3700205485026042,0.021209716796875,0.502410888671875,GK,kinase
ENSG00000196475,4,79309924,79506531,196608,protein_coding,True,2,0.0084381103515625,0.0010477701822916667,1.52587890625e-05,0.0,0.019551595052083332,0.137451171875,0.83349609375,0.0084381103515625,0.0010477701822916667,0.009501139322916666,0.0,0.019551595052083332,0.83349609375,GK2,kinase
ENSG00000175066,3,142127288,142323895,196608,protein_coding,True,3,0.009440104166666666,0.049886067708333336,0.0024363199869791665,0.2844390869140625,0.030965169270833332,0.17017618815104166,0.4526570638020833,0.009440104166666666,0.05419921875,0.061762491861979164,0.2844390869140625,0.030965169270833332,0.4526570638020833,GK5,kinase
ENSG00000185974,13,113568915,113765522,196608,protein_coding,True,4,0.0085906982421875,0.0129241943359375,0.0032958984375,0.3338623046875,0.040247599283854164,0.3413441975911458,0.259735107421875,0.0085906982421875,0.0129241943359375,0.024810791015625,0.3338623046875,0.040247599283854164,0.259735107421875,GRK1,kinase
ENSG00000173020,11,67168087,67364694,196608,protein_coding,True,12,0.01116943359375,0.006123860677083333,0.016286214192708332,0.068572998046875,0.13585408528645834,0.695709228515625,0.0662841796875,0.01116943359375,0.006779988606770833,0.033579508463541664,0.068572998046875,0.13585408528645834,0.0662841796875,GRK2,kinase
ENSG00000100077,22,25466128,25662735,196608,protein_coding,True,5,0.001861572265625,0.001861572265625,0.0,0.4950408935546875,0.048716227213541664,0.24774678548177084,0.20477294921875,0.001861572265625,0.0023091634114583335,0.00372314453125,0.4950408935546875,0.060582478841145836,0.20477294921875,GRK3,kinase
ENSG00000125388,4,2865267,3061874,196608,protein_coding,True,7,0.009836832682291666,0.0105743408203125,0.0036773681640625,0.3685201009114583,0.14123026529947916,0.459564208984375,0.006596883138020833,0.009836832682291666,0.0105743408203125,0.024088541666666668,0.3685201009114583,0.14123026529947916,0.006596883138020833,GRK4,kinase
ENSG00000198873,10,119109239,119305846,196608,protein_coding,True,5,0.0002644856770833333,0.0017649332682291667,0.0,0.4978281656901042,0.052775065104166664,0.2767486572265625,0.17061869303385416,0.0002644856770833333,0.0017649332682291667,0.0020294189453125,0.4978281656901042,0.056284586588541664,0.17061869303385416,GRK5,kinase
ENSG00000198055,5,177304900,177501507,196608,protein_coding,True,14,0.0091094970703125,0.011576334635416666,0.0014750162760416667,0.17975362141927084,0.20635477701822916,0.4656626383463542,0.126068115234375,0.0091094970703125,0.014623006184895834,0.022160847981770832,0.17975362141927084,0.23468526204427084,0.126068115234375,GRK6,kinase
ENSG00000114124,3,141665104,141861711,196608,protein_coding,True,6,0.0084381103515625,0.024775187174479168,1.52587890625e-05,0.2513224283854167,0.0270843505859375,0.47686767578125,0.21149698893229166,0.0084381103515625,0.024775187174479168,0.033228556315104164,0.2513224283854167,0.030710856119791668,0.21149698893229166,GRK7,kinase
ENSG00000105723,19,42144321,42340928,196608,protein_coding,True,13,0.012135823567708334,0.016087849934895832,0.0011850992838541667,0.054011027018229164,0.169525146484375,0.64691162109375,0.1001434326171875,0.012135823567708334,0.022954305013020832,0.029408772786458332,0.054011027018229164,0.18249003092447916,0.1001434326171875,GSK3A,kinase
ENSG00000082701,3,119996690,120193297,196608,protein_coding,True,7,0.0020802815755208335,0.005925496419270833,0.027842203776041668,0.4641571044921875,0.043299357096354164,0.3149871826171875,0.1417083740234375,0.0020802815755208335,0.006449381510416667,0.035847981770833336,0.4641571044921875,0.051472981770833336,0.1417083740234375,GSK3B,kinase
ENSG00000101336,20,31953893,32150500,196608,protein_coding,True,8,0.008661905924479166,0.002899169921875,0.004119873046875,0.23690287272135416,0.0945587158203125,0.4275563557942708,0.22530110677083334,0.008661905924479166,0.011250813802083334,0.015680948893229168,0.23690287272135416,0.0945587158203125,0.22530110677083334,HCK,kinase
ENSG00000163349,1,113831020,114027627,196608,protein_coding,True,9,0.0189666748046875,0.027531941731770832,3.0517578125e-05,0.20038859049479166,0.1503143310546875,0.5446116129557291,0.058156331380208336,0.0189666748046875,0.027765909830729168,0.046529134114583336,0.20038859049479166,0.15118916829427084,0.058156331380208336,HIPK1,kinase
ENSG00000064393,7,139679694,139876301,196608,protein_coding,True,1,0.005610148111979167,0.0019073486328125,0.0,0.4924875895182292,0.009272257486979166,0.49072265625,0.0,0.005610148111979167,0.0019073486328125,0.007517496744791667,0.4924875895182292,0.010243733723958334,0.0,HIPK2,kinase
ENSG00000110422,11,33158368,33354975,196608,protein_coding,True,6,0.0185394287109375,0.011998494466145834,0.0005696614583333334,0.4688924153645833,0.025705973307291668,0.14582316080729166,0.3284708658854167,0.0185394287109375,0.011998494466145834,0.031107584635416668,0.4688924153645833,0.025705973307291668,0.3284708658854167,HIPK3,kinase
ENSG00000160396,19,40291877,40488484,196608,protein_coding,True,15,0.0093994140625,0.0030263264973958335,1.52587890625e-05,0.043055216471354164,0.174468994140625,0.4847005208333333,0.2853342692057292,0.0093994140625,0.0030263264973958335,0.012440999348958334,0.043055216471354164,0.18790181477864584,0.2853342692057292,HIPK4,kinase
ENSG00000142149,21,31774716,31971323,196608,protein_coding,True,1,0.005137125651041667,0.0033315022786458335,0.0,0.4915313720703125,0.0026346842447916665,0.0,0.4973653157552083,0.005137125651041667,0.0033315022786458335,0.0084686279296875,0.4915313720703125,0.0026346842447916665,0.4973653157552083,HUNK,kinase
ENSG00000104365,8,42172998,42369605,196608,protein_coding,True,4,0.013575236002604166,0.01129150390625,0.0313262939453125,0.2548777262369792,0.07282511393229167,0.4446360270182292,0.17146809895833334,0.013575236002604166,0.0234527587890625,0.056193033854166664,0.2548777262369792,0.07282511393229167,0.17146809895833334,IKBKB,kinase
ENSG00000263528,1,206372028,206568635,196608,protein_coding,True,7,0.011439005533854166,0.0063018798828125,0.0015411376953125,0.1150665283203125,0.0823822021484375,0.7052866617838541,0.07798258463541667,0.011439005533854166,0.007466634114583333,0.019282023111979168,0.1150665283203125,0.09267171223958333,0.07798258463541667,IKBKE,kinase
ENSG00000166333,11,6505404,6702011,196608,protein_coding,True,14,0.007466634114583333,0.004572550455729167,0.005681355794270833,0.018732706705729168,0.2411346435546875,0.5032806396484375,0.2191314697265625,0.007466634114583333,0.011469523111979166,0.017720540364583332,0.018732706705729168,0.2662760416666667,0.2191314697265625,ILK,kinase
ENSG00000184216,X,153921623,154118230,196608,protein_coding,True,10,0.012914021809895834,0.005701700846354167,0.0030721028645833335,0.0261077880859375,0.19196065266927084,0.5928904215494791,0.16735331217447916,0.012914021809895834,0.012842814127604166,0.021687825520833332,0.0261077880859375,0.19196065266927084,0.16735331217447916,IRAK1,kinase
ENSG00000134070,3,10066559,10263166,196608,protein_coding,True,8,0.0095367431640625,0.007898966471354166,1.52587890625e-05,0.38348388671875,0.0844879150390625,0.32366943359375,0.19090779622395834,0.0095367431640625,0.007898966471354166,0.017450968424479168,0.38348388671875,0.0844879150390625,0.19090779622395834,IRAK2,kinase
ENSG00000090376,12,66090691,66287298,196608,protein_coding,True,8,0.009836832682291666,0.039408365885416664,3.0517578125e-05,0.28350830078125,0.0694580078125,0.2204437255859375,0.3773142496744792,0.009836832682291666,0.039408365885416664,0.049275716145833336,0.28350830078125,0.07696533203125,0.3773142496744792,IRAK3,kinase
ENSG00000198001,12,43660640,43857247,196608,protein_coding,True,7,0.007319132486979167,0.022654215494791668,0.007197062174479167,0.16304524739583334,0.0894775390625,0.2643534342447917,0.445953369140625,0.007319132486979167,0.029149373372395832,0.03717041015625,0.16304524739583334,0.10193888346354167,0.445953369140625,IRAK4,kinase
ENSG00000113263,5,157044629,157241236,196608,protein_coding,True,6,0.005126953125,0.0018107096354166667,0.0108184814453125,0.4822438557942708,0.048828125,0.3696645100911458,0.08150736490885417,0.005126953125,0.0030161539713541665,0.017756144205729168,0.4822438557942708,0.06585184733072917,0.08150736490885417,ITK,kinase
ENSG00000162434,1,64969450,65166057,196608,protein_coding,True,11,0.0,0.006154378255208333,0.0002848307291666667,0.4935658772786458,0.018056233723958332,0.0892486572265625,0.3926900227864583,0.0,0.006154378255208333,0.006439208984375,0.4935658772786458,0.07009379069010417,0.3926900227864583,JAK1,kinase
ENSG00000096968,9,4886086,5082693,196608,protein_coding,True,2,0.0130767822265625,0.0050048828125,0.0,0.4819183349609375,0.004720052083333333,0.0015513102213541667,0.4937286376953125,0.0130767822265625,0.0050048828125,0.0180816650390625,0.4819183349609375,0.009577433268229166,0.4937286376953125,JAK2,kinase
ENSG00000105639,19,17749767,17946374,196608,protein_coding,True,8,0.018107096354166668,0.011815388997395834,0.012644449869791666,0.07590230305989583,0.1026458740234375,0.4135996500651042,0.3652852376302083,0.018107096354166668,0.021626790364583332,0.042566935221354164,0.07590230305989583,0.1026458740234375,0.3652852376302083,JAK3,kinase
ENSG00000128052,4,55027291,55223898,196608,protein_coding,True,6,0.02069091796875,0.008961995442708334,0.0025990804036458335,0.20738728841145834,0.026204427083333332,0.12871297200520834,0.6054433186848959,0.02069091796875,0.008961995442708334,0.032251993815104164,0.20738728841145834,0.027333577473958332,0.6054433186848959,KDR,kinase
